2.81296e-05	-2.81293e-05	0.000370965	0.00137741	0.00208694	0.00294716	0.00381605	0.0046529	0.00555412	0.00639172	0.0072785	0.00810977	0.0089683	0.00978306	0.0106091	0.0114006	0.0121933	0.0129586	0.0137196	0.0144588	0.0151914	0.0159072	0.0166167	0.0173144	0.0180082	0.0186962	0.0193852	0.0200761	0.0207759	0.0214887	0.0222227	0.0229857	0.0237891	0.0246451	0.02557	0.0265827	0.0277073	0.0289733	0.0304185	0.0320902	0.0340474	0.0363571	0.0390859	0.0422777	0.0459183	0.0498897	0.0539299	0.0576169	0.0604107	0.0617267	0.0611661	0.0582124	0.0526196	0.0444477	0.0340404	0.0219659	0.00897136	-0.0043305	-0.0168956	-0.0282297	-0.0379577	-0.045893	-0.0520005	-0.0563818	-0.0592177	-0.060738	-0.0611763	-0.0608421	-0.0598569	-0.0583822	-0.0565525	-0.0544845	-0.0522676	-0.0499719	-0.0476484	-0.0453362	-0.0430599	-0.0408419	-0.0386884	-0.036617	-0.0346174	-0.0327154	-0.0308758	-0.029154	-0.0274645	-0.025934	-0.0243688	-0.023054	-0.0215617	-0.0205175	-0.019001	-0.0183403	-0.0166218	-0.0165521	-0.0143314	-0.0151716	-0.0119788	-0.0140241	-0.00826176	-0.00826176	
-2.81293e-05	2.81293e-05	-0.000370965	-0.00137741	-0.00208694	-0.00294716	-0.00381605	-0.0046529	-0.00555412	-0.00639172	-0.0072785	-0.00810977	-0.0089683	-0.00978306	-0.0106091	-0.0114006	-0.0121933	-0.0129586	-0.0137196	-0.0144588	-0.0151914	-0.0159072	-0.0166167	-0.0173144	-0.0180082	-0.0186962	-0.0193852	-0.0200761	-0.0207759	-0.0214887	-0.0222227	-0.0229857	-0.0237891	-0.0246451	-0.02557	-0.0265827	-0.0277073	-0.0289733	-0.0304185	-0.0320902	-0.0340474	-0.0363571	-0.0390859	-0.0422777	-0.0459183	-0.0498897	-0.0539299	-0.0576169	-0.0604107	-0.0617267	-0.0611661	-0.0582124	-0.0526196	-0.0444477	-0.0340404	-0.0219659	-0.00897136	0.0043305	0.0168956	0.0282297	0.0379577	0.045893	0.0520005	0.0563818	0.0592177	0.060738	0.0611763	0.0608421	0.0598569	0.0583822	0.0565525	0.0544845	0.0522676	0.0499719	0.0476484	0.0453362	0.0430599	0.0408419	0.0386884	0.036617	0.0346174	0.0327154	0.0308758	0.029154	0.0274645	0.025934	0.0243688	0.023054	0.0215617	0.0205175	0.019001	0.0183403	0.0166218	0.0165521	0.0143314	0.0151716	0.0119788	0.0140241	0.00826176	0.00826176	
0.000150283	-0.000150283	-0.00147599	-0.00428697	-0.00644089	-0.00892319	-0.0114141	-0.0138159	-0.0163449	-0.0187149	-0.0211759	-0.0234965	-0.0258592	-0.0281083	-0.0303648	-0.0325294	-0.0346807	-0.036757	-0.0388095	-0.0408012	-0.0427662	-0.0446833	-0.0465764	-0.0484354	-0.0502785	-0.0521035	-0.0539269	-0.0557532	-0.0575999	-0.0594786	-0.0614109	-0.0634169	-0.0655258	-0.0677686	-0.0701858	-0.0728233	-0.0757387	-0.079001	-0.0826949	-0.0869219	-0.0917991	-0.0974432	-0.10394	-0.111284	-0.119293	-0.127519	-0.135194	-0.141251	-0.144466	-0.143647	-0.137912	-0.126684	-0.109904	-0.0880339	-0.0619912	-0.0330065	-0.00253827	0.028038	0.0572594	0.0840538	0.107605	0.127452	0.143412	0.155562	0.16416	0.169594	0.1723	0.172769	0.171422	0.168657	0.164804	0.160157	0.154949	0.149374	0.14358	0.137684	0.131769	0.125908	0.120137	0.114508	0.109016	0.103724	0.0985715	0.0936768	0.0888753	0.0844252	0.0799418	0.0760017	0.0717447	0.0684373	0.0642148	0.0617792	0.0572263	0.0560971	0.0505808	0.0514234	0.043921	0.0472733	0.0351086	0.0351086	
0.000511852	-0.000511852	-0.00286824	-0.00735346	-0.0109505	-0.0149554	-0.0189508	-0.0227954	-0.0267792	-0.0305258	-0.0343618	-0.0379879	-0.0416406	-0.0451207	-0.0485843	-0.0519057	-0.0551863	-0.0583491	-0.0614603	-0.0644745	-0.0674361	-0.0703205	-0.0731591	-0.0759411	-0.0786914	-0.0814098	-0.0841189	-0.0868275	-0.0895605	-0.0923359	-0.0951845	-0.0981357	-0.10123	-0.104511	-0.108033	-0.111858	-0.11606	-0.120723	-0.125949	-0.131848	-0.138532	-0.146083	-0.1545	-0.163611	-0.172974	-0.181786	-0.188879	-0.19282	-0.192137	-0.185568	-0.172328	-0.152145	-0.125337	-0.0927392	-0.0556119	-0.0154706	0.0259924	0.0671546	0.106527	0.14288	0.175263	0.203098	0.226101	0.244276	0.257837	0.267163	0.27272	0.275029	0.274616	0.271988	0.267588	0.261813	0.255001	0.247438	0.239353	0.230937	0.222333	0.213665	0.20501	0.196457	0.188026	0.179808	0.171751	0.164002	0.156387	0.149207	0.142035	0.135532	0.12872	0.123058	0.116399	0.111875	0.104944	0.102086	0.0941195	0.0937352	0.0834612	0.0861705	0.0708219	0.0708219	
0.00103267	-0.00103267	-0.0045004	-0.0105614	-0.0155709	-0.0209887	-0.0263586	-0.0315035	-0.0367616	-0.0417095	-0.0467145	-0.0514467	-0.0561689	-0.0606644	-0.0651059	-0.0693584	-0.0735341	-0.0775513	-0.0814838	-0.0852844	-0.089003	-0.092615	-0.0961563	-0.0996174	-0.103027	-0.106388	-0.109726	-0.113054	-0.1164	-0.119788	-0.123252	-0.126827	-0.130557	-0.134491	-0.138685	-0.143203	-0.148115	-0.153498	-0.159433	-0.165995	-0.173231	-0.181116	-0.189486	-0.197948	-0.205787	-0.211933	-0.215017	-0.213551	-0.206186	-0.191961	-0.170442	-0.141764	-0.106588	-0.0659883	-0.0213642	0.025715	0.073565	0.12061	0.165473	0.206993	0.24426	0.276708	0.304039	0.326213	0.343392	0.355892	0.364129	0.368577	0.369745	0.368141	0.364234	0.358458	0.351196	0.342783	0.333503	0.323596	0.313256	0.302652	0.2919	0.281127	0.270383	0.259784	0.249308	0.239112	0.229051	0.219426	0.209842	0.200944	0.191802	0.183829	0.174956	0.168229	0.159221	0.15429	0.144378	0.142083	0.129938	0.130915	0.114089	0.114089	
0.00168959	-0.00168959	-0.00632204	-0.0138775	-0.0202398	-0.0269411	-0.0335369	-0.0398153	-0.046153	-0.0521056	-0.0580618	-0.0636835	-0.069245	-0.074527	-0.0797095	-0.0846574	-0.0894878	-0.0941201	-0.0986315	-0.102977	-0.107208	-0.111303	-0.1153	-0.119191	-0.123007	-0.126752	-0.130455	-0.134128	-0.137803	-0.141502	-0.145261	-0.149112	-0.153099	-0.157263	-0.161652	-0.166315	-0.1713	-0.17665	-0.182395	-0.188534	-0.195006	-0.201639	-0.208083	-0.213737	-0.217698	-0.218783	-0.215651	-0.207011	-0.191867	-0.169667	-0.14035	-0.104365	-0.06258	-0.0161622	0.0334801	0.084807	0.136266	0.186377	0.233895	0.27778	0.317241	0.351788	0.381179	0.405399	0.424601	0.439071	0.449179	0.455341	0.45801	0.457645	0.454682	0.449532	0.442572	0.43414	0.424534	0.414016	0.402803	0.391092	0.37903	0.366767	0.354387	0.342023	0.329686	0.317541	0.305483	0.293798	0.282155	0.271141	0.259945	0.249837	0.238978	0.23011	0.219253	0.212169	0.200606	0.19613	0.182585	0.18139	0.163747	0.163747	
0.00246787	-0.00246787	-0.00829204	-0.0172578	-0.0248832	-0.0327157	-0.0403659	-0.0475862	-0.0547917	-0.0615317	-0.0682083	-0.0744871	-0.0806478	-0.0864763	-0.0921559	-0.0975558	-0.102796	-0.107799	-0.112644	-0.117288	-0.121787	-0.126118	-0.130321	-0.134391	-0.138357	-0.142225	-0.146023	-0.149763	-0.153473	-0.157174	-0.160896	-0.164664	-0.168511	-0.172464	-0.17655	-0.18079	-0.185194	-0.189749	-0.194413	-0.199088	-0.203587	-0.207589	-0.210587	-0.21184	-0.210377	-0.205066	-0.194763	-0.178516	-0.155736	-0.126225	-0.0902086	-0.04831	-0.00147459	0.0491315	0.102143	0.156116	0.209599	0.261217	0.309826	0.354503	0.39457	0.429635	0.459543	0.484337	0.504211	0.519462	0.530451	0.537563	0.541211	0.541802	0.539721	0.535335	0.528981	0.52097	0.51158	0.501063	0.489636	0.477499	0.464811	0.451733	0.438367	0.424859	0.411245	0.397695	0.384142	0.370854	0.357569	0.344809	0.331894	0.319935	0.307356	0.296549	0.284055	0.274933	0.261911	0.255279	0.240552	0.237172	0.218891	0.218891	
0.00335492	-0.00335492	-0.0103702	-0.0206469	-0.0294143	-0.0381979	-0.0467057	-0.0546512	-0.062494	-0.069785	-0.0769376	-0.0836275	-0.0901381	-0.0962643	-0.102191	-0.107795	-0.113196	-0.118323	-0.123256	-0.127955	-0.132475	-0.136797	-0.140959	-0.144957	-0.14882	-0.152552	-0.156177	-0.159705	-0.16316	-0.166553	-0.169906	-0.173232	-0.176545	-0.179851	-0.183149	-0.186419	-0.189622	-0.192683	-0.195476	-0.197803	-0.199363	-0.199718	-0.198257	-0.194198	-0.186612	-0.174536	-0.157111	-0.133754	-0.10419	-0.0684895	-0.0270349	0.0194925	0.0701426	0.123799	0.179165	0.234865	0.289519	0.341833	0.39074	0.435404	0.475246	0.509964	0.539486	0.56393	0.583544	0.598667	0.609679	0.616973	0.620942	0.621969	0.620403	0.61657	0.610764	0.603255	0.594288	0.584085	0.572843	0.560743	0.54794	0.534586	0.52079	0.506697	0.492357	0.477938	0.463402	0.449001	0.434529	0.420453	0.406207	0.392763	0.37878	0.366337	0.352451	0.341538	0.327238	0.318651	0.302878	0.29753	0.278626	0.278626	
0.00434109	-0.00434109	-0.0125189	-0.0239811	-0.0337362	-0.0432614	-0.0524036	-0.060834	-0.0690656	-0.0766542	-0.0840266	-0.0908713	-0.0974758	-0.103645	-0.109567	-0.115125	-0.12044	-0.125446	-0.130224	-0.134735	-0.139036	-0.143108	-0.146989	-0.150672	-0.154185	-0.157529	-0.160724	-0.163772	-0.16669	-0.16948	-0.17215	-0.174695	-0.177108	-0.179368	-0.181438	-0.183258	-0.184734	-0.185726	-0.186034	-0.185373	-0.183359	-0.179477	-0.173087	-0.163437	-0.149724	-0.131204	-0.107324	-0.077769	-0.0425037	-0.00175686	0.044029	0.094165	0.147749	0.203702	0.260772	0.317621	0.372918	0.425429	0.474155	0.518338	0.557486	0.591381	0.620028	0.643611	0.662435	0.67688	0.687358	0.694279	0.698042	0.699023	0.697555	0.69394	0.688442	0.681298	0.67272	0.662896	0.651993	0.64017	0.627557	0.614292	0.600473	0.586233	0.571627	0.55681	0.541764	0.52672	0.511514	0.496566	0.481402	0.46688	0.451851	0.438136	0.423149	0.410772	0.395409	0.38517	0.368492	0.361496	0.342003	0.342003	
0.00541821	-0.00541821	-0.0147012	-0.0271878	-0.0377423	-0.0477687	-0.0572958	-0.065949	-0.0743041	-0.0819232	-0.0892499	-0.0959854	-0.102424	-0.10838	-0.114045	-0.119308	-0.124294	-0.128939	-0.133325	-0.137415	-0.141266	-0.144857	-0.148227	-0.151365	-0.154296	-0.157015	-0.159538	-0.161859	-0.163983	-0.165901	-0.167604	-0.169068	-0.170263	-0.171138	-0.171621	-0.171608	-0.170958	-0.169475	-0.166897	-0.16288	-0.156987	-0.148679	-0.137336	-0.122287	-0.10289	-0.0786279	-0.0491678	-0.0144018	0.0255592	0.0704091	0.119692	0.172738	0.228669	0.286413	0.344729	0.402293	0.457807	0.510095	0.558226	0.601529	0.639605	0.672322	0.699759	0.722163	0.739888	0.753348	0.76298	0.76921	0.772445	0.773058	0.77138	0.767698	0.762261	0.755287	0.746961	0.737446	0.726884	0.715406	0.703121	0.690143	0.676555	0.66247	0.647936	0.633092	0.617926	0.602646	0.587117	0.571717	0.556038	0.540848	0.525145	0.51055	0.494786	0.481314	0.46515	0.453614	0.436217	0.427929	0.407946	0.407946	
